"","t","w","A","a","n","x"
"191",191,0,3.99999963385978,4.35123903953711e-194,0,0
"192",192,0,3.99999966463636,4.12722621708729e-195,0,0
"193",193,0,3.99999969269555,3.91474614293421e-196,0,0
"194",194,0,3.99999971828707,3.71320508194333e-197,0,0
"195",195,0,3.9999997416369,3.52203986597082e-198,0,0
"196",196,0,3.9999997629496,3.34071632019733e-199,0,0
"197",197,0,3.99999978241041,3.16872777047812e-200,0,0
"198",198,0,3.99999980018714,3.00559362753859e-201,0,0
"199",199,0,3.99999981643183,2.85085804405896e-202,0,0
"200",200,0,3.9999998312823,2.70408864089572e-203,0,0
"201",201,0,3.99999984486352,2.56487529888039e-204,0,0
"202",202,0,3.99999985728884,2.4328290128195e-205,0,0
"203",203,0,3.99999986866112,2.30758080449365e-206,0,0
"204",204,0,3.99999987907369,2.18878069161807e-207,0,0
"205",205,0,3.99999988861132,2.07609670988371e-208,0,0
"206",206,0,3.99999989735099,1.96921398534617e-209,0,0
"207",207,0,3.99999990536265,1.86783385457037e-210,0,0
"208",208,0,3.99999991270985,1.7716730300724e-211,0,0
"209",209,0,3.99999991945041,1.68046280872658e-212,0,0
"210",210,0,3.99999992563689,1.59394832092569e-213,0,0
"211",211,0,3.99999993131711,1.51188781839635e-214,0,0
"212",212,0,3.9999999365346,1.43405199867946e-215,0,0
"213",213,0,3.99999994132899,1.36022336438817e-216,0,0
"214",214,0,3.99999994573636,1.29019561545273e-217,0,0
"215",215,0,3.99999994978961,1.22377307265428e-218,0,0
"216",216,0,3.99999995351869,1.16077013083646e-219,0,0
"217",217,0,3.99999995695093,1.10101074026715e-220,0,0
"218",218,0,3.99999996011124,1.04432791470098e-221,0,0
"219",219,0,3.99999996302236,9.90563264768025e-223,0,0
"220",220,0,3.99999996570502,9.39566555384897e-224,0,0
"221",221,0,3.99999996817819,8.91195285951348e-225,0,0
"222",222,0,3.99999997045914,8.4531429215948e-226,0,0
"223",223,0,3.99999997256368,8.01795368302803e-227,0,0
"224",224,0,3.99999997450626,7.60516909029784e-228,0,0
"225",225,0,3.99999997630008,7.21363569540832e-229,0,0
"226",226,0,3.99999997795721,6.84225943279208e-230,0,0
"227",227,0,3.99999997948871,6.49000256215214e-231,0,0
"228",228,0,3.99999998090468,6.15588076869422e-232,0,0
"229",229,0,3.99999998221439,5.83896041264628e-233,0,0
"230",230,0,3.9999999834263,5.53835592037991e-234,0,0
"231",231,0,3.9999999845482,5.25322730984328e-235,0,0
"232",232,0,3.99999998558719,4.98277784339115e-236,0,0
"233",233,0,3.99999998654981,4.72625180145317e-237,0,0
"234",234,0,3.99999998744203,4.48293237081929e-238,0,0
"235",235,0,3.99999998826936,4.25213964164169e-239,0,0
"236",236,0,3.99999998903683,4.03322870755606e-240,0,0
"237",237,0,3.99999998974908,3.82558786361351e-241,0,0
"238",238,0,3.99999999041034,3.62863689698746e-242,0,0
"239",239,0,3.99999999102453,3.44182546567933e-243,0,0
"240",240,0,3.99999999159524,3.26463156069255e-244,0,0
"241",241,0,3.99999999212577,3.09656004737774e-245,0,0
"242",242,0,3.99999999261915,2.93714128187314e-246,0,0
"243",243,0,3.99999999307817,2.78592979877423e-247,0,0
"244",244,0,3.99999999350541,2.64250306636541e-248,0,0
"245",245,0,3.99999999390324,2.50646030593555e-249,0,0
"246",246,0,3.99999999427383,2.37742137187809e-250,0,0
"247",247,0,3.99999999461919,2.25502568944654e-251,0,0
"248",248,0,3.99999999494118,2.13893124719694e-252,0,0
"249",249,0,3.99999999524151,2.02881364130193e-253,0,0
"250",250,0,3.99999999552174,1.92436516906606e-254,0,0
"251",251,0,3.99999999578333,1.82529396910908e-255,0,0
"252",252,0,3.99999999602762,1.73132320581489e-256,0,0
"253",253,0,3.99999999625586,1.64219029576711e-257,0,0
"254",254,0,3.99999999646918,1.55764617400963e-258,0,0
"255",255,0,3.99999999666865,1.47745459808206e-259,0,0
"256",256,0,3.99999999685524,1.40139148788505e-260,0,0
"257",257,0,3.99999999702985,1.32924429953116e-261,0,0
"258",258,0,3.99999999719332,1.26081143143137e-262,0,0
"259",259,0,3.99999999734643,1.19590166095781e-263,0,0
"260",260,0,3.99999999748989,1.13433361010853e-264,0,0
"261",261,0,3.99999999762436,1.07593523868118e-265,0,0
"262",262,0,3.99999999775047,1.02054336353937e-266,0,0
"263",263,0,3.99999999786877,9.68003202628512e-268,0,0
"264",264,0,3.9999999979798,9.18167942466765e-269,0,0
"265",265,0,3.99999999808405,8.70898327902725e-270,0,0
"266",266,0,3.99999999818196,8.26062272993392e-271,0,0
"267",267,0,3.99999999827397,7.83534491915143e-272,0,0
"268",268,0,3.99999999836046,7.43196148876336e-273,0,0
"269",269,0,3.9999999984418,7.04934526053303e-274,0,0
"270",270,0,3.99999999851832,6.68642708621842e-275,0,0
"271",271,0,3.99999999859034,6.34219286004084e-276,0,0
"272",272,0,3.99999999865816,6.01568068495933e-277,0,0
"273",273,0,3.99999999872203,5.70597818483239e-278,0,0
"274",274,0,3.99999999878222,5.41221995495647e-279,0,0
"275",275,0,3.99999999883895,5.13358514385723e-280,0,0
"276",276,0,3.99999999889245,4.86929515957628e-281,0,0
"277",277,0,3.99999999894293,4.61861149404409e-282,0,0
"278",278,0,3.99999999899056,4.38083365945975e-283,0,0
"279",279,0,3.99999999903553,4.15529723091107e-284,0,0
"280",280,0,3.99999999907801,3.94137198976566e-285,0,0
"281",281,0,3.99999999911814,3.7384601626448e-286,0,0
"282",282,0,3.99999999915607,3.54599475105956e-287,0,0
"283",283,0,3.99999999919193,3.36343794704137e-288,0,0
"284",284,0,3.99999999922586,3.19027963033999e-289,0,0
"285",285,0,3.99999999925795,3.02603594298958e-290,0,0
"286",286,0,3.99999999928834,2.87024793725965e-291,0,0
"287",287,0,3.9999999993171,2.72248029321298e-292,0,0
"288",288,0,3.99999999934435,2.58232010228687e-293,0,0
"289",289,0,3.99999999937018,2.44937571349877e-294,0,0
"290",290,0,3.99999999939465,2.32327563905209e-295,0,0
"291",291,0,3.99999999941786,2.2036675162843e-296,0,0
"292",292,0,3.99999999943987,2.09021712305645e-297,0,0
"293",293,0,3.99999999946075,1.98260744383308e-298,0,0
"294",294,0,3.99999999948057,1.88053778384255e-299,0,0
"295",295,0,3.99999999949939,1.78372292884278e-300,0,0
"296",296,0,3.99999999951727,1.69189234814432e-301,0,0
"297",297,0,3.99999999953425,1.60478943866376e-302,0,0
"298",298,0,3.99999999955038,1.52217080789532e-303,0,0
"299",299,0,3.99999999956572,1.44380559379676e-304,0,0
"300",300,0,3.9999999995803,1.36947481968933e-305,0,0
"301",301,0,3.99999999959417,1.29897078236915e-306,0,0
"302",302,0,3.99999999960736,1.23209647172008e-307,0,0
"303",303,0,3.99999999961992,1.16866502020648e-308,0,0
"304",304,0,3.99999999963187,1.10849918070742e-309,0,0
"305",305,0,3.99999999964324,1.05143083123336e-310,0,0
"306",306,0,3.99999999965408,9.9730050514121e-312,0,0
"307",307,0,3.99999999966439,9.45956945535075e-313,0,0
"308",308,0,3.99999999967422,8.97256682583783e-314,0,0
"309",309,0,3.99999999968359,8.51063632866078e-315,0,0
"310",310,0,3.99999999969251,8.07248720457296e-316,0,0
"311",311,0,3.99999999970102,7.65689499339197e-317,0,0
"312",312,0,3.99999999970913,7.26270076533236e-318,0,0
"313",313,0,3.99999999971686,6.88880670652908e-319,0,0
"314",314,0,3.99999999972423,6.53401816625049e-320,0,0
"315",315,0,3.99999999973126,6.19558319884923e-321,0,0
"316",316,0,3.99999999973796,5.87938118551083e-322,0,0
"317",317,0,3.99999999974435,5.43472210425371e-323,0,0
"318",318,0,3.99999999975045,4.94065645841247e-324,0,0
"319",319,0,3.99999999975626,0,0,0
"320",320,0,3.99999999976181,0,0,0
"321",321,0,3.99999999976709,0,0,0
"322",322,0,3.99999999977214,0,0,0
"323",323,0,3.99999999977694,0,0,0
"324",324,0,3.99999999978153,0,0,0
"325",325,0,3.99999999978589,0,0,0
"326",326,0,3.99999999979006,0,0,0
"327",327,0,3.99999999979402,0,0,0
"328",328,0,3.9999999997978,0,0,0
"329",329,0,3.99999999980139,0,0,0
"330",330,0,3.99999999980481,0,0,0
"331",331,0,3.99999999980806,0,0,0
"332",332,0,3.99999999981115,0,0,0
"333",333,0,3.99999999981409,0,0,0
"334",334,0,3.99999999981688,0,0,0
"335",335,0,3.99999999981952,0,0,0
"336",336,0,3.99999999982202,0,0,0
"337",337,0,3.99999999982439,0,0,0
"338",338,0,3.99999999982663,0,0,0
"339",339,0,3.99999999982874,0,0,0
"340",340,0,3.99999999983073,0,0,0
"341",341,0,3.99999999983261,0,0,0
"342",342,0,3.99999999983436,0,0,0
"343",343,0,3.99999999983601,0,0,0
"344",344,0,3.99999999983755,0,0,0
"345",345,0,3.99999999983898,0,0,0
"346",346,0,3.9999999998403,0,0,0
"347",347,0,3.99999999984153,0,0,0
"348",348,0,3.99999999984266,0,0,0
"349",349,0,3.99999999984369,0,0,0
"350",350,0,3.99999999984462,0,0,0
"351",351,0,3.99999999984546,0,0,0
"352",352,0,3.99999999984621,0,0,0
"353",353,0,3.99999999984687,0,0,0
"354",354,0,3.99999999984743,0,0,0
"355",355,0,3.99999999984791,0,0,0
"356",356,0,3.9999999998483,0,0,0
"357",357,0,3.99999999984861,0,0,0
"358",358,0,3.99999999984882,0,0,0
"359",359,0,3.99999999984895,0,0,0
"360",360,0,3.99999999984899,0,0,0
"361",361,0,3.99999999984895,0,0,0
"362",362,0,3.99999999984882,0,0,0
"363",363,0,3.99999999984861,0,0,0
"364",364,0,3.9999999998483,0,0,0
"365",365,0,3.99999999984791,0,0,0
"366",366,0,3.99999999984743,0,0,0
"367",367,0,3.99999999984687,0,0,0
"368",368,0,3.99999999984621,0,0,0
"369",369,0,3.99999999984546,0,0,0
"370",370,0,3.99999999984462,0,0,0
"371",371,0,3.99999999984369,0,0,0
"372",372,0,3.99999999984266,0,0,0
"373",373,0,3.99999999984153,0,0,0
"374",374,0,3.9999999998403,0,0,0
"375",375,0,3.99999999983898,0,0,0
"376",376,0,3.99999999983755,0,0,0
"377",377,0,3.99999999983601,0,0,0
"378",378,0,3.99999999983436,0,0,0
"379",379,0,3.99999999983261,0,0,0
"380",380,0,3.99999999983073,0,0,0
"381",381,0,3.99999999982874,0,0,0
"382",382,0,3.99999999982663,0,0,0
"383",383,0,3.99999999982439,0,0,0
"384",384,0,3.99999999982202,0,0,0
"385",385,0,3.99999999981952,0,0,0
"386",386,0,3.99999999981688,0,0,0
"387",387,0,3.99999999981409,0,0,0
"388",388,0,3.99999999981115,0,0,0
"389",389,0,3.99999999980806,0,0,0
"390",390,0,3.99999999980481,0,0,0
"391",391,0,3.99999999980139,0,0,0
"392",392,0,3.9999999997978,0,0,0
"393",393,0,3.99999999979402,0,0,0
"394",394,0,3.99999999979006,0,0,0
"395",395,0,3.99999999978589,0,0,0
"396",396,0,3.99999999978153,0,0,0
"397",397,0,3.99999999977694,0,0,0
"398",398,0,3.99999999977214,0,0,0
"399",399,0,3.99999999976709,0,0,0
"400",400,0,3.99999999976181,0,0,0
"401",401,0,3.99999999975626,0,0,0
"402",402,0,3.99999999975045,0,0,0
"403",403,0,3.99999999974435,0,0,0
"404",404,0,3.99999999973796,0,0,0
"405",405,0,3.99999999973126,0,0,0
"406",406,0,3.99999999972423,0,0,0
"407",407,0,3.99999999971686,0,0,0
"408",408,0,3.99999999970913,0,0,0
"409",409,0,3.99999999970102,0,0,0
"410",410,0,3.99999999969251,0,0,0
"411",411,0,3.99999999968359,0,0,0
"412",412,0,3.99999999967422,0,0,0
"413",413,0,3.99999999966439,0,0,0
"414",414,0,3.99999999965408,0,0,0
"415",415,0,3.99999999964324,0,0,0
"416",416,0,3.99999999963187,0,0,0
"417",417,0,3.99999999961992,0,0,0
"418",418,0,3.99999999960736,0,0,0
"419",419,0,3.99999999959417,0,0,0
"420",420,0,3.9999999995803,0,0,0
"421",421,0,3.99999999956572,0,0,0
"422",422,0,3.99999999955038,0,0,0
"423",423,0,3.99999999953425,0,0,0
"424",424,0,3.99999999951727,0,0,0
"425",425,0,3.99999999949939,0,0,0
"426",426,0,3.99999999948057,0,0,0
"427",427,0,3.99999999946075,0,0,0
"428",428,0,3.99999999943987,0,0,0
"429",429,0,3.99999999941786,0,0,0
"430",430,0,3.99999999939465,0,0,0
"431",431,0,3.99999999937018,0,0,0
"432",432,0,3.99999999934435,0,0,0
"433",433,0,3.9999999993171,0,0,0
"434",434,0,3.99999999928834,0,0,0
"435",435,0,3.99999999925795,0,0,0
"436",436,0,3.99999999922586,0,0,0
"437",437,0,3.99999999919193,0,0,0
"438",438,0,3.99999999915607,0,0,0
"439",439,0,3.99999999911814,0,0,0
"440",440,0,3.99999999907801,0,0,0
"441",441,0,3.99999999903553,0,0,0
"442",442,0,3.99999999899056,0,0,0
"443",443,0,3.99999999894293,0,0,0
"444",444,0,3.99999999889245,0,0,0
"445",445,0,3.99999999883895,0,0,0
"446",446,0,3.99999999878222,0,0,0
"447",447,0,3.99999999872203,0,0,0
"448",448,0,3.99999999865816,0,0,0
"449",449,0,3.99999999859034,0,0,0
"450",450,0,3.99999999851832,0,0,0
"451",451,0,3.9999999984418,0,0,0
"452",452,0,3.99999999836046,0,0,0
"453",453,0,3.99999999827397,0,0,0
"454",454,0,3.99999999818196,0,0,0
"455",455,0,3.99999999808405,0,0,0
"456",456,0,3.9999999979798,0,0,0
"457",457,0,3.99999999786877,0,0,0
"458",458,0,3.99999999775047,0,0,0
"459",459,0,3.99999999762436,0,0,0
"460",460,0,3.99999999748989,0,0,0
"461",461,0,3.99999999734643,0,0,0
"462",462,0,3.99999999719332,0,0,0
"463",463,0,3.99999999702985,0,0,0
"464",464,0,3.99999999685524,0,0,0
"465",465,0,3.99999999666865,0,0,0
"466",466,0,3.99999999646918,0,0,0
"467",467,0,3.99999999625586,0,0,0
"468",468,0,3.99999999602762,0,0,0
"469",469,0,3.99999999578333,0,0,0
"470",470,0,3.99999999552174,0,0,0
"471",471,0,3.99999999524151,0,0,0
"472",472,0,3.99999999494118,0,0,0
"473",473,0,3.99999999461919,0,0,0
"474",474,0,3.99999999427383,0,0,0
"475",475,0,3.99999999390324,0,0,0
"476",476,0,3.99999999350541,0,0,0
"477",477,0,3.99999999307817,0,0,0
"478",478,0,3.99999999261915,0,0,0
"479",479,0,3.99999999212577,0,0,0
"480",480,0,3.99999999159524,0,0,0
"481",481,0,3.99999999102453,0,0,0
"482",482,0,3.99999999041034,0,0,0
"483",483,0,3.99999998974908,0,0,0
"484",484,0,3.99999998903683,0,0,0
"485",485,0,3.99999998826936,0,0,0
"486",486,0,3.99999998744203,0,0,0
"487",487,0,3.99999998654981,0,0,0
"488",488,0,3.99999998558719,0,0,0
"489",489,0,3.9999999845482,0,0,0
"490",490,0,3.9999999834263,0,0,0
"491",491,0,3.99999998221439,0,0,0
"492",492,0,3.99999998090468,0,0,0
"493",493,0,3.99999997948871,0,0,0
"494",494,0,3.99999997795721,0,0,0
"495",495,0,3.99999997630008,0,0,0
"496",496,0,3.99999997450626,0,0,0
"497",497,0,3.99999997256368,0,0,0
"498",498,0,3.99999997045914,0,0,0
"499",499,0,3.99999996817819,0,0,0
"500",500,0,3.99999996570502,0,0,0
"501",501,0,3.99999996302236,0,0,0
"502",502,0,3.99999996011124,0,0,0
"503",503,0,3.99999995695093,0,0,0
"504",504,0,3.99999995351869,0,0,0
"505",505,0,3.99999994978961,0,0,0
"506",506,0,3.99999994573636,0,0,0
"507",507,0,3.99999994132899,0,0,0
"508",508,0,3.9999999365346,0,0,0
"509",509,0,3.99999993131711,0,0,0
"510",510,0,3.99999992563689,0,0,0
"511",511,0,3.99999991945041,0,0,0
"512",512,0,3.99999991270985,0,0,0
"513",513,0,3.99999990536265,0,0,0
"514",514,0,3.99999989735099,0,0,0
"515",515,0,3.99999988861132,0,0,0
"516",516,0,3.99999987907369,0,0,0
"517",517,0,3.99999986866112,0,0,0
"518",518,0,3.99999985728884,0,0,0
"519",519,0,3.99999984486352,0,0,0
"520",520,0,3.9999998312823,0,0,0
"521",521,0,3.99999981643183,0,0,0
"522",522,0,3.99999980018714,0,0,0
"523",523,0,3.99999978241041,0,0,0
"524",524,0,3.9999997629496,0,0,0
"525",525,0,3.9999997416369,0,0,0
"526",526,0,3.99999971828707,0,0,0
"527",527,0,3.99999969269555,0,0,0
"528",528,0,3.99999966463636,0,0,0
"529",529,0,3.99999963385978,0,0,0
"530",530,0,3.99999960008977,0,0,0
"531",531,0,3.9999995630211,0,0,0
"532",532,0,3.99999952231613,0,0,0
"533",533,0,3.99999947760129,0,0,0
"534",534,0,3.99999942846309,0,0,0
"535",535,0,3.9999993744437,0,0,0
"536",536,0,3.99999931503606,0,0,0
"537",537,0,3.99999924967841,0,0,0
"538",538,0,3.99999917774816,0,0,0
"539",539,0,3.99999909855509,0,0,0
"540",540,0,3.9999990113338,0,0,0
"541",541,0,3.9999989152352,0,0,0
"542",542,0,3.99999880931712,0,0,0
