"","t","w","A","a","n","x"
"1",1,0.996533798970369,0,10,0,0
"2",2,0.993079612490316,0,5.3788284273999,0,0
"3",3,0.989637398914997,0,2.89317952514053,0,0
"4",4,0.986207116743916,0,1.55619162753972,0,0
"5",5,0.982788724620429,0,0.837048776469239,0,0
"6",6,0.97938218133124,0,0.450234175399305,0,0
"7",7,0.975987445805908,0,0.242173238162473,0,0
"8",8,0.972604477116348,0,0.13026082977838,0,0
"9",9,0.969233234476344,0,0.0700650654188649,0,0
"10",10,0.96587367724105,0,0.0376867965642625,0,0
"11",11,0.962525764906503,0,0.0202710812697492,0,0
"12",12,0.959189457109138,0,0.0109034668187861,0,0
"13",13,0.955864713625295,0,0.0058647877282098,0,0
"14",14,0.952551494370739,0,0.0031545686953161,0,0
"15",15,0.949249759400175,0,0.00169678837745521,0,0
"16",16,0.945959468906765,0,0.000912673355993781,0,0
"17",17,0.942680583221652,0,0.000490911339214982,0,0
"18",18,0.939413062813476,0,0.00026405278667025,0,0
"19",19,0.936156868287903,0,0.00014202946352761,0,0
"20",20,0.932911960387147,0,7.63952115950668e-05,0,0
"21",21,0.929678299989498,0,4.10916735844776e-05,0,0
"22",22,0.926455848108849,0,2.21025062005626e-05,0,0
"23",23,0.923244565894227,0,1.18885588668369e-05,0,0
"24",24,0.920044414629323,0,6.39465183937593e-06,0,0
"25",25,0.916855355732029,0,3.43957350969603e-06,0,0
"26",26,0.913677350753968,0,1.85008757720847e-06,0,0
"27",27,0.910510361380034,0,9.95130365346831e-07,0,0
"28",28,0.907354349427929,0,5.35263549809639e-07,0,0
"29",29,0.904209276847702,0,2.87909079786707e-07,0,0
"30",30,0.901075105721291,0,1.54861354286328e-07,0,0
"31",31,0.897951798262065,0,8.32972654740951e-08,0,0
"32",32,0.89483931681437,0,4.48041699456739e-08,0,0
"33",33,0.891737623853074,0,2.40993942969847e-08,0,0
"34",34,0.888646681983113,0,1.2962650712774e-08,0,0
"35",35,0.885566453939046,0,6.97238741483247e-09,0,0
"36",36,0.882496902584595,0,3.75032756337462e-09,0,0
"37",37,0.879437990912211,0,2.01723685099408e-09,0,0
"38",38,0.876389682042614,0,1.08503709189256e-09,0,0
"39",39,0.87335193922436,0,5.83622835465503e-10,0,0
"40",40,0.87032472583339,0,3.13920709828158e-10,0,0
"41",41,0.867308005372594,0,1.68852563797325e-10,0,0
"42",42,0.864301741471364,0,9.0822897019241e-11,0,0
"43",43,0.861305897885164,0,4.88520780345907e-11,0,0
"44",44,0.858320438495087,0,2.62766946070015e-11,0,0
"45",45,0.855345327307423,0,1.41337831930245e-11,0,0
"46",46,0.85238052845322,0,7.60231948253473e-12,0,0
"47",47,0.849426006187858,0.413984036054858,4.08915721468339e-12,0,0
"48",48,0.846481724890614,0.845141528251677,2.19948750704464e-12,0,0
"49",49,0.843547649064235,1.22413004205531,1.18306659286027e-12,0,0
"50",50,0.840623743334505,1.55729521699822,6.36351222118395e-13,0,0
"51",51,0.837709972449827,1.85020753306222,3.42282404334109e-13,0,0
"52",52,0.834806301280789,2.10775731618731,1.84107832663109e-13,0,0
"53",53,0.831912694819748,2.33423807154327,9.90284444035317e-14,0,0
"54",54,0.8290291181804,2.53341958079029,5.32657011878907e-14,0,0
"55",55,0.826155536597369,2.7086120227173,2.86507067754815e-14,0,0
"56",56,0.82329191542578,2.86272222157677,1.54107236069059e-14,0,0
"57",57,0.820438220140845,2.99830299145787,8.28916382236282e-15,0,0
"58",58,0.817594416337444,3.11759642580554,4.45859900071e-15,0,0
"59",59,0.814760469729715,3.22257187664356,2.39820390513957e-15,0,0
"60",60,0.811936346150635,3.31495927638606,1.28995273396662e-15,0,0
"61",61,0.809122011551613,3.39627837474037,6.93843443546188e-16,0,0
"62",62,0.806317432002076,3.46786439272418,3.73206483831127e-16,0,0
"63",63,0.803522573689061,3.5308905340222,2.00741364452083e-16,0,0
"64",64,0.800737402916808,3.58638773972254,1.07975335766991e-16,0,0
"65",65,0.797961886106354,3.6352620249639,5.8078080548154e-17,0,0
"66",66,0.795195989795126,3.67830969436727,3.12392030661232e-17,0,0
"67",67,0.79243968063654,3.71623069660167,1.68030313501382e-17,0,0
"68",68,0.789692925399597,3.74964034640701,9.03806226926148e-18,0,0
"69",69,0.786955690968485,3.7790796143171,4.86141862625141e-18,0,0
"70",70,0.784227944342176,3.80502415970327,2.61487367043725e-18,0,0
"71",71,0.781509652634031,3.8278922611698,1.40649568326074e-18,0,0
"72",72,0.778800783071405,3.84805177940145,7.56529896413811e-19,0,0
"73",73,0.776101302995245,3.86582627096309,4.06924451300851e-19,0,0
"74",74,0.773411179859705,3.88150035699563,2.18877680646113e-19,0,0
"75",75,0.770730381231748,3.89532443798774,1.17730549078267e-19,0,0
"76",76,0.768058874790754,3.90751883460934,6.33252424155581e-20,0,0
"77",77,0.765396628328137,3.9182774247768,3.40615614076794e-20,0,0
"78",78,0.76274360974695,3.92777083851131,1.83211294781253e-20,0,0
"79",79,0.760099787061501,3.93614926460188,9.85462120590149e-21,0,0
"80",80,0.757465128396966,3.9435449164635,5.30063166835608e-21,0,0
"81",81,0.754839601989007,3.95007419877344,2.85111883009299e-21,0,0
"82",82,0.752223176183387,3.95583961137487,1.53356790131993e-21,0,0
"83",83,0.749615819435588,3.96093142246969,8.24879862296765e-22,0,0
"84",84,0.747017500310433,3.96542913920287,4.43688725251156e-22,0,0
"85",85,0.744428187481704,3.9694028003033,2.38652552829774e-22,0,0
"86",86,0.741847849731769,3.97291411242996,1.28367113543235e-22,0,0
"87",87,0.739276455951199,3.97601744922667,6.90464679469621e-23,0,0
"88",88,0.736713975138399,3.97876072976729,3.71389104604676e-23,0,0
"89",89,0.734160376399231,3.98118619103678,1.99763827347423e-23,0,0
"90",90,0.731615628946642,3.98333106730615,1.07449535330252e-23,0,0
"91",91,0.729079702100293,3.98522818769173,5.77952615145271e-24,0,0
"92",92,0.72655256528619,3.98690650181263,3.1087079560335e-24,0,0
"93",93,0.724034188036314,3.9883915422528,1.67212067263972e-24,0,0
"94",94,0.721524539988254,3.98970583147437,8.99405020803759e-25,0,0
"95",95,0.719023590884843,3.9908692398983,4.83774529364546e-25,0,0
"96",96,0.716531310573789,3.99189930105203,2.60214019099803e-25,0,0
"97",97,0.714047669007316,3.99281148896696,1.399646563142e-25,0,0
"98",98,0.711572636241797,3.99361946237904,7.52845872214077e-26,0,0
"99",99,0.709106182437398,3.99433527973363,4.04942877891575e-26,0,0
"100",100,0.706648277857716,3.99496958851021,2.17811826307633e-26,0,0
"101",101,0.704198892869419,3.9955317919568,1.17157244316739e-26,0,0
"102",102,0.70175799794189,3.99603019594978,6.30168716206709e-27,0,0
"103",103,0.699325563646872,3.99647213836606,3.38956940479075e-27,0,0
"104",104,0.696901560658112,3.99686410306627,1.82319122711335e-27,0,0
"105",105,0.694485959751008,3.99721182033372,9.80663280098337e-28,0,0
"106",106,0.692078731802254,3.99752035539169,5.27481952870017e-28,0,0
"107",107,0.689679847789496,3.99779418642527,2.83723492303766e-28,0,0
"108",108,0.687289278790972,3.99803727336283,1.52609998592467e-28,0,0
"109",109,0.684906995985173,3.99825311852042,8.20862998734623e-29,0,0
"110",110,0.682532970650487,3.9984448200801,4.41528123259452e-29,0,0
